Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(CT|B),0.8,P(MC|-ISC),(-0.07·x + 0.06)/(-0.01·x + 1.0),(0.01·x + -0.01)/(0.78·x + -0.63),(0.1·xy + -0.14·x + -0.03.y + 0.08) / (-0.0·xy + -0.01·x + 0.38·y + 0.91)
P(B|-MC),P(CT|B),0.8,P(-MC|-ISC),(-0.02·x + -0.68)/(0.03·x + -0.73),(0.51·x + -0.48)/(0.52·x + -0.49),(0.03·xy + 0.01·x + 0.38.y + 0.57) / (-0.03·xy + -0.01·x + 0.43·y + 0.59)
P(B|-MC),P(CT|B),0.8,P(C|-ISC),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.69·x + -0.14)/(0.69·x + -0.14),(-0.08·xy + 0.32·x + 0.62.y + -0.05) / (-0.08·xy + 0.32·x + 0.62·y + -0.05)
P(B|-MC),P(CT|B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.8,P(SH|-ISC),(-0.09·x + -0.05)/(-0.88·x + -0.46),(-0.08·x + 0.05)/(-0.85·x + 0.52),(0.02·xy + -0.08·x + 0.01.y + -0.06) / (0.19·xy + -0.75·x + 0.13·y + -0.61)
P(B|-MC),P(CT|B),0.8,P(-SH|-ISC),(0.62·x + 0.24)/(0.69·x + 0.27),(0.64·x + 0.2)/(0.71·x + 0.23),(0.23·xy + -0.06·x + -0.07.y + -0.62) / (0.26·xy + -0.07·x + -0.08·y + -0.69)
P(B|-MC),P(-CT|B),0.8,P(MC|-ISC),(0.07·x + -0.06)/(0.01·x + -1.0),(-0.02·x + 0.07)/(-0.27·x + 0.96),(0.06·xy + 0.05·x + -0.04.y + -0.05) / (0.0·xy + 0.01·x + -0.6·y + -0.79)
P(B|-MC),P(-CT|B),0.8,P(-MC|-ISC),(-0.02·x + -0.68)/(0.03·x + -0.73),(0.67·x + 0.21)/(0.68·x + 0.22),(-0.03·xy + -0.02·x + -0.3.y + -0.61) / (0.03·xy + 0.02·x + -0.33·y + -0.65)
P(B|-MC),P(-CT|B),0.8,P(C|-ISC),(0.7·x + -0.12)/(0.7·x + -0.12),(0.71·x + -0.02)/(0.71·x + -0.02),(0.2·xy + 0.63·x + 0.22.y + -0.09) / (0.2·xy + 0.63·x + 0.22·y + -0.09)
P(B|-MC),P(-CT|B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.8,P(SH|-ISC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(-0.05·x + -0.09)/(-0.48·x + -0.87),(0.0·xy + 0.08·x + 0.01.y + -0.05) / (0.04·xy + 0.85·x + 0.13·y + -0.5)
P(B|-MC),P(-CT|B),0.8,P(-SH|-ISC),(-0.65·x + 0.15)/(-0.72·x + 0.17),(-0.39·x + 0.54)/(-0.44·x + 0.6),(0.14·xy + 0.1·x + 0.1.y + -0.64) / (0.15·xy + 0.11·x + 0.11·y + -0.71)
P(B|-MC),P(CT|-B),0.8,P(MC|-ISC),(-0.07·x + 0.06)/(-0.01·x + 1.0),(0.01·x + -0.0)/(0.99·x + -0.16),(0.02·xy + 0.08·x + -0.03.y + -0.06) / (0.0·xy + 0.01·x + -0.54·y + -0.83)
P(B|-MC),P(CT|-B),0.8,P(-MC|-ISC),(-0.02·x + -0.68)/(0.03·x + -0.73),(0.38·x + 0.59)/(0.39·x + 0.6),(-0.0·xy + -0.0·x + -0.38.y + -0.58) / (0.01·xy + 0.01·x + -0.39·y + -0.6)
P(B|-MC),P(CT|-B),0.8,P(C|-ISC),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.44·xy + 0.51·x + -0.23.y + -0.01) / (-0.44·xy + 0.51·x + -0.23·y + -0.01)
P(B|-MC),P(CT|-B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|-B),0.8,P(SH|-ISC),(-0.08·x + 0.05)/(-0.85·x + 0.52),(0.09·x + -0.05)/(0.85·x + -0.52),(0.05·xy + -0.03·x + -0.04.y + 0.07) / (0.49·xy + -0.33·x + -0.36·y + 0.71)
P(B|-MC),P(CT|-B),0.8,P(-SH|-ISC),(0.25·x + -0.62)/(0.28·x + -0.69),(0.64·x + 0.2)/(0.71·x + 0.23),(0.27·xy + 0.46·x + 0.28.y + 0.29) / (0.3·xy + 0.51·x + 0.31·y + 0.33)
P(B|-MC),P(-CT|-B),0.8,P(MC|-ISC),(0.07·x + -0.06)/(0.01·x + -1.0),(0.0·x + -0.01)/(0.1·x + -0.99),(0.11·xy + 0.06·x + -0.04.y + -0.06) / (0.0·xy + 0.01·x + -0.58·y + -0.8)
P(B|-MC),P(-CT|-B),0.8,P(-MC|-ISC),(0.02·x + 0.68)/(-0.03·x + 0.73),(0.65·x + 0.26)/(0.66·x + 0.26),(0.05·xy + -0.01·x + 0.43.y + 0.53) / (-0.05·xy + 0.01·x + 0.51·y + 0.52)
P(B|-MC),P(-CT|-B),0.8,P(C|-ISC),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.7·x + 0.06)/(0.7·x + 0.06),(0.34·xy + 0.32·x + 0.53.y + 0.04) / (0.34·xy + 0.32·x + 0.53·y + 0.04)
P(B|-MC),P(-CT|-B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),0.8,P(SH|-ISC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(0.08·x + -0.06)/(0.8·x + -0.6),(-0.09·xy + 0.02·x + 0.03.y + 0.03) / (-0.87·xy + 0.2·x + 0.35·y + 0.26)
P(B|-MC),P(-CT|-B),0.8,P(-SH|-ISC),(0.48·x + -0.46)/(0.54·x + -0.51),(0.47·x + -0.48)/(0.52·x + -0.53),(-0.26·xy + -0.17·x + 0.12.y + -0.58) / (-0.29·xy + -0.18·x + 0.13·y + -0.65)
P(-B|-MC),P(CT|B),0.8,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(0.0·x + 0.01)/(0.17·x + 0.99),(-0.01·xy + -0.03·x + -0.0.y + -0.0) / (-0.3·xy + -0.64·x + -0.3·y + -0.64)
P(-B|-MC),P(CT|B),0.8,P(-MC|-ISC),(-0.46·x + -0.5)/(-0.54·x + -0.49),(0.38·x + 0.59)/(0.39·x + 0.6),(-0.15·xy + -0.43·x + -0.12.y + -0.49) / (-0.14·xy + -0.52·x + -0.16·y + -0.46)
P(-B|-MC),P(CT|B),0.8,P(C|-ISC),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.01·xy + 0.66·x + 0.23.y + 0.12) / (-0.01·xy + 0.66·x + 0.23·y + 0.12)
P(-B|-MC),P(CT|B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.8,P(SH|-ISC),(-0.06·x + 0.08)/(-0.59·x + 0.8),(0.09·x + 0.05)/(0.85·x + 0.51),(0.08·xy + -0.02·x + -0.01.y + 0.05) / (0.81·xy + -0.24·x + -0.12·y + 0.51)
P(-B|-MC),P(CT|B),0.8,P(-SH|-ISC),(0.4·x + -0.53)/(0.45·x + -0.59),(0.62·x + -0.26)/(0.68·x + -0.29),(-0.04·xy + -0.15·x + 0.17.y + 0.63) / (-0.05·xy + -0.17·x + 0.19·y + 0.7)
P(-B|-MC),P(-CT|B),0.8,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(0.0·x + -0.01)/(0.1·x + -0.99),(0.04·xy + -0.14·x + -0.04.y + 0.04) / (-0.32·xy + -0.63·x + -0.31·y + -0.62)
P(-B|-MC),P(-CT|B),0.8,P(-MC|-ISC),(-0.46·x + -0.5)/(-0.54·x + -0.49),(0.7·x + -0.05)/(0.71·x + -0.05),(-0.13·xy + -0.43·x + -0.02.y + -0.51) / (0.02·xy + -0.55·x + -0.09·y + -0.47)
P(-B|-MC),P(-CT|B),0.8,P(C|-ISC),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.05·xy + -0.22·x + 0.65.y + 0.14) / (-0.05·xy + -0.22·x + 0.65·y + 0.14)
P(-B|-MC),P(-CT|B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-CT|B),0.8,P(SH|-ISC),(0.08·x + -0.06)/(0.8·x + -0.6),(-0.1·x + -0.0)/(-0.99·x + -0.01),(-0.05·xy + 0.01·x + 0.03.y + 0.08) / (-0.49·xy + 0.13·x + 0.26·y + 0.82)
P(-B|-MC),P(-CT|B),0.8,P(-SH|-ISC),(0.2·x + -0.64)/(0.23·x + -0.71),(0.66·x + -0.1)/(0.73·x + -0.11),(-0.2·xy + 0.27·x + -0.0.y + -0.58) / (-0.22·xy + 0.3·x + -0.01·y + -0.65)
P(-B|-MC),P(CT|-B),0.8,P(MC|-ISC),(-0.1·x + 0.02)/(-0.71·x + -0.7),(0.01·x + 0.0)/(1.0·x + 0.06),(-0.13·xy + -0.02·x + 0.02.y + -0.01) / (-0.43·xy + -0.56·x + -0.43·y + -0.55)
P(-B|-MC),P(CT|-B),0.8,P(-MC|-ISC),(-0.46·x + -0.5)/(-0.54·x + -0.49),(0.61·x + 0.34)/(0.62·x + 0.35),(0.25·xy + 0.39·x + 0.32.y + 0.39) / (0.36·xy + 0.4·x + 0.29·y + 0.4)
P(-B|-MC),P(CT|-B),0.8,P(C|-ISC),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.31·x + -0.63)/(-0.31·x + -0.63),(0.28·xy + -0.0·x + -0.65.y + -0.06) / (0.28·xy + -0.0·x + -0.65·y + -0.06)
P(-B|-MC),P(CT|-B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.8,P(SH|-ISC),(-0.1·x + -0.0)/(-0.99·x + -0.04),(-0.08·x + 0.05)/(-0.85·x + 0.52),(-0.04·xy + -0.03·x + -0.02.y + -0.08) / (-0.42·xy + -0.34·x + -0.19·y + -0.82)
P(-B|-MC),P(CT|-B),0.8,P(-SH|-ISC),(0.2·x + 0.64)/(0.22·x + 0.71),(-0.65·x + -0.16)/(-0.72·x + -0.17),(-0.16·xy + 0.12·x + -0.02.y + 0.64) / (-0.18·xy + 0.13·x + -0.03·y + 0.71)
P(-B|-MC),P(-CT|-B),0.8,P(MC|-ISC),(0.1·x + -0.02)/(0.71·x + 0.7),(0.01·x + -0.01)/(0.65·x + -0.76),(0.11·xy + -0.07·x + -0.02.y + 0.02) / (0.59·xy + -0.38·x + 0.59·y + -0.38)
P(-B|-MC),P(-CT|-B),0.8,P(-MC|-ISC),(-0.46·x + -0.5)/(-0.54·x + -0.49),(0.56·x + -0.42)/(0.57·x + -0.42),(-0.22·xy + -0.39·x + -0.19.y + -0.47) / (-0.21·xy + -0.51·x + -0.23·y + -0.43)
P(-B|-MC),P(-CT|-B),0.8,P(C|-ISC),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.22·xy + -0.15·x + 0.64.y + -0.12) / (-0.22·xy + -0.15·x + 0.64·y + -0.12)
P(-B|-MC),P(-CT|-B),0.8,P(-C|-ISC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-CT|-B),0.8,P(SH|-ISC),(0.1·x + 0.0)/(0.99·x + 0.04),(-0.06·x + 0.08)/(-0.59·x + 0.8),(-0.01·xy + 0.07·x + 0.04.y + -0.06) / (-0.12·xy + 0.67·x + 0.45·y + -0.57)
P(-B|-MC),P(-CT|-B),0.8,P(-SH|-ISC),(-0.15·x + 0.65)/(-0.16·x + 0.73),(-0.63·x + -0.23)/(-0.7·x + -0.26),(-0.22·xy + 0.23·x + 0.42.y + -0.41) / (-0.25·xy + 0.26·x + 0.47·y + -0.45)
