Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|MC),P(C|B^ISC),0.6,P(CT|MC),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.67·x + -0.23)/(0.67·x + -0.23),(0.04·xy + 0.68·x + -0.16.y + 0.08) / (0.04·xy + 0.68·x + -0.16·y + 0.08)
P(-ISC|MC),P(C|B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|B^ISC),0.6,P(B|MC),(-0.68·x + 0.18)/(-0.68·x + 0.18),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.61·xy + 0.29·x + -0.21.y + 0.01) / (-0.61·xy + 0.29·x + -0.21·y + 0.01)
P(-ISC|MC),P(-C|B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|B^ISC),0.6,P(SH|MC),(-0.1·x + -0.0)/(-0.99·x + -0.04),(-0.03·x + -0.1)/(-0.28·x + -0.96),(-0.06·xy + -0.06·x + -0.0.y + 0.06) / (-0.56·xy + -0.6·x + -0.01·y + 0.57)
P(-ISC|MC),P(-C|B^ISC),0.6,P(-SH|MC),(0.14·x + -0.65)/(0.15·x + -0.73),(-0.63·x + -0.22)/(-0.7·x + -0.24),(0.47·xy + -0.31·x + -0.08.y + 0.35) / (0.52·xy + -0.34·x + -0.08·y + 0.39)
P(-ISC|MC),P(-C|B^ISC),0.6,P(CT|MC),(0.7·x + -0.06)/(0.7·x + -0.06),(0.51·x + 0.49)/(0.51·x + 0.49),(0.35·xy + 0.31·x + 0.37.y + -0.37) / (0.35·xy + 0.31·x + 0.37·y + -0.37)
P(-ISC|MC),P(-C|B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|B^-ISC),0.6,P(B|MC),(0.7·x + 0.06)/(0.7·x + 0.06),(0.52·x + -0.48)/(0.52·x + -0.48),(0.2·xy + 0.48·x + -0.47.y + 0.01) / (0.2·xy + 0.48·x + -0.47·y + 0.01)
P(-ISC|MC),P(C|B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|B^-ISC),0.6,P(SH|MC),(0.1·x + -0.0)/(0.99·x + -0.02),(0.03·x + 0.09)/(0.32·x + 0.94),(-0.01·xy + 0.09·x + -0.03.y + 0.02) / (-0.11·xy + 0.9·x + -0.34·y + 0.23)
P(-ISC|MC),P(C|B^-ISC),0.6,P(-SH|MC),(-0.39·x + 0.54)/(-0.44·x + 0.6),(0.59·x + 0.31)/(0.66·x + 0.34),(0.36·xy + -0.34·x + -0.15.y + -0.42) / (0.4·xy + -0.38·x + -0.17·y + -0.47)
P(-ISC|MC),P(C|B^-ISC),0.6,P(CT|MC),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.69·x + 0.16)/(-0.69·x + 0.16),(-0.6·xy + 0.35·x + -0.12.y + -0.0) / (-0.6·xy + 0.35·x + -0.12·y + -0.0)
P(-ISC|MC),P(C|B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|B^-ISC),0.6,P(B|MC),(0.67·x + -0.22)/(0.67·x + -0.22),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.69·xy + -0.15·x + -0.06.y + -0.02) / (-0.69·xy + -0.15·x + -0.06·y + -0.02)
P(-ISC|MC),P(-C|B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|B^-ISC),0.6,P(SH|MC),(0.07·x + 0.07)/(0.72·x + 0.69),(0.09·x + -0.04)/(0.91·x + -0.4),(-0.07·xy + 0.05·x + -0.03.y + -0.04) / (-0.65·xy + 0.55·x + -0.27·y + -0.44)
P(-ISC|MC),P(-C|B^-ISC),0.6,P(-SH|MC),(-0.05·x + 0.67)/(-0.05·x + 0.74),(0.2·x + -0.64)/(0.23·x + -0.71),(-0.13·xy + -0.2·x + -0.12.y + 0.62) / (-0.14·xy + -0.22·x + -0.13·y + 0.68)
P(-ISC|MC),P(-C|B^-ISC),0.6,P(CT|MC),(-0.68·x + 0.18)/(-0.68·x + 0.18),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.55·xy + 0.41·x + 0.12.y + 0.13) / (-0.55·xy + 0.41·x + 0.12·y + 0.13)
P(-ISC|MC),P(-C|B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|-B^ISC),0.6,P(B|MC),(0.7·x + 0.06)/(0.7·x + 0.06),(0.68·x + -0.19)/(0.68·x + -0.19),(0.01·xy + -0.68·x + 0.19.y + -0.02) / (0.01·xy + -0.68·x + 0.19·y + -0.02)
P(-ISC|MC),P(C|-B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|-B^ISC),0.6,P(SH|MC),(0.01·x + -0.1)/(0.13·x + -0.99),(0.07·x + 0.08)/(0.65·x + 0.75),(0.06·xy + -0.03·x + 0.04.y + 0.06) / (0.6·xy + -0.34·x + 0.39·y + 0.6)
P(-ISC|MC),P(C|-B^ISC),0.6,P(-SH|MC),(-0.67·x + 0.02)/(-0.74·x + 0.02),(-0.36·x + -0.56)/(-0.4·x + -0.62),(0.01·xy + 0.64·x + -0.08.y + 0.17) / (0.01·xy + 0.71·x + -0.09·y + 0.18)
P(-ISC|MC),P(C|-B^ISC),0.6,P(CT|MC),(0.7·x + 0.06)/(0.7·x + 0.06),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.39·xy + -0.51·x + -0.24.y + -0.18) / (-0.39·xy + -0.51·x + -0.24·y + -0.18)
P(-ISC|MC),P(C|-B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|-B^ISC),0.6,P(B|MC),(0.7·x + -0.09)/(0.7·x + -0.09),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.7·xy + 0.12·x + -0.03.y + -0.0) / (-0.7·xy + 0.12·x + -0.03·y + -0.0)
P(-ISC|MC),P(-C|-B^ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|-B^ISC),0.6,P(SH|MC),(-0.1·x + -0.0)/(-0.99·x + -0.04),(0.09·x + -0.05)/(0.86·x + -0.51),(0.0·xy + 0.1·x + -0.02.y + -0.01) / (0.02·xy + 0.96·x + -0.24·y + -0.08)
P(-ISC|MC),P(-C|-B^ISC),0.6,P(-SH|MC),(-0.05·x + 0.67)/(-0.05·x + 0.74),(-0.67·x + 0.02)/(-0.74·x + 0.02),(-0.28·xy + -0.41·x + -0.26.y + -0.37) / (-0.31·xy + -0.45·x + -0.29·y + -0.41)
P(-ISC|MC),P(-C|-B^ISC),0.6,P(CT|MC),(0.71·x + 0.02)/(0.71·x + 0.02),(0.67·x + -0.24)/(0.67·x + -0.24),(0.56·xy + 0.43·x + 0.04.y + -0.08) / (0.56·xy + 0.43·x + 0.04·y + -0.08)
P(-ISC|MC),P(-C|-B^ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|-B^-ISC),0.6,P(B|MC),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.66·x + 0.24)/(-0.66·x + 0.24),(-0.33·xy + 0.59·x + -0.18.y + 0.09) / (-0.33·xy + 0.59·x + -0.18·y + 0.09)
P(-ISC|MC),P(C|-B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(C|-B^-ISC),0.6,P(SH|MC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(0.09·x + -0.03)/(0.94·x + -0.32),(0.03·xy + 0.07·x + -0.06.y + 0.03) / (0.28·xy + 0.71·x + -0.59·y + 0.25)
P(-ISC|MC),P(C|-B^-ISC),0.6,P(-SH|MC),(0.53·x + 0.41)/(0.59·x + 0.45),(-0.36·x + -0.56)/(-0.4·x + -0.62),(-0.16·xy + -0.23·x + -0.59.y + 0.14) / (-0.18·xy + -0.25·x + -0.66·y + 0.15)
P(-ISC|MC),P(C|-B^-ISC),0.6,P(CT|MC),(-0.61·x + 0.35)/(-0.61·x + 0.35),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.52·xy + 0.46·x + -0.13.y + -0.01) / (-0.52·xy + 0.46·x + -0.13·y + -0.01)
P(-ISC|MC),P(C|-B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|-B^-ISC),0.6,P(B|MC),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.14·xy + 0.66·x + 0.2.y + 0.0) / (-0.14·xy + 0.66·x + 0.2·y + 0.0)
P(-ISC|MC),P(-C|-B^-ISC),0.6,P(-B|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|MC),P(-C|-B^-ISC),0.6,P(SH|MC),(-0.06·x + 0.08)/(-0.59·x + 0.8),(0.09·x + -0.04)/(0.91·x + -0.4),(-0.03·xy + -0.07·x + 0.02.y + 0.06) / (-0.35·xy + -0.73·x + 0.18·y + 0.55)
P(-ISC|MC),P(-C|-B^-ISC),0.6,P(-SH|MC),(0.49·x + 0.45)/(0.55·x + 0.5),(0.47·x + -0.48)/(0.52·x + -0.53),(-0.4·xy + -0.13·x + 0.06.y + 0.52) / (-0.45·xy + -0.14·x + 0.06·y + 0.57)
P(-ISC|MC),P(-C|-B^-ISC),0.6,P(CT|MC),(-0.71·x + -0.02)/(-0.71·x + -0.02),(0.71·x + 0.02)/(0.71·x + 0.02),(-0.34·xy + 0.62·x + 0.05.y + 0.06) / (-0.34·xy + 0.62·x + 0.05·y + 0.06)
P(-ISC|MC),P(-C|-B^-ISC),0.6,P(-CT|MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
