Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(B|-MC),P(CT|B),0.85,P(C|-MC),(-0.71·x + 0.02)/(-0.71·x + 0.02),(0.7·x + -0.12)/(0.7·x + -0.12),(0.23·xy + -0.66·x + -0.12.y + 0.01) / (0.23·xy + -0.66·x + -0.12·y + 0.01)
P(B|-MC),P(CT|B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|B),0.85,P(SH|-MC),(-0.08·x + 0.05)/(-0.85·x + 0.52),(0.07·x + -0.07)/(0.68·x + -0.73),(-0.06·xy + -0.02·x + -0.05.y + 0.06) / (-0.61·xy + -0.19·x + -0.47·y + 0.6)
P(B|-MC),P(CT|B),0.85,P(-SH|-MC),(0.62·x + 0.24)/(0.69·x + 0.27),(-0.65·x + 0.15)/(-0.72·x + 0.17),(-0.55·xy + -0.34·x + -0.17.y + -0.04) / (-0.61·xy + -0.38·x + -0.19·y + -0.05)
P(B|-MC),P(-CT|B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.85,P(-ISC|-MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.27·xy + 0.6·x + 0.08.y + -0.23) / (-0.27·xy + 0.6·x + 0.08·y + -0.23)
P(B|-MC),P(-CT|B),0.85,P(C|-MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.68·x + 0.18)/(-0.68·x + 0.18),(0.03·xy + 0.06·x + -0.7.y + 0.02) / (0.03·xy + 0.06·x + -0.7·y + 0.02)
P(B|-MC),P(-CT|B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|B),0.85,P(SH|-MC),(-0.05·x + -0.09)/(-0.51·x + -0.85),(-0.1·x + -0.0)/(-0.99·x + -0.04),(-0.08·xy + -0.03·x + 0.01.y + -0.05) / (-0.82·xy + -0.3·x + 0.06·y + -0.47)
P(B|-MC),P(-CT|B),0.85,P(-SH|-MC),(-0.61·x + 0.28)/(-0.68·x + 0.31),(0.14·x + -0.65)/(0.15·x + -0.73),(0.37·xy + 0.13·x + 0.18.y + 0.51) / (0.41·xy + 0.14·x + 0.19·y + 0.57)
P(B|-MC),P(CT|-B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|-B),0.85,P(-ISC|-MC),(0.52·x + -0.48)/(0.52·x + -0.48),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.07·xy + -0.7·x + -0.09.y + -0.04) / (0.07·xy + -0.7·x + -0.09·y + -0.04)
P(B|-MC),P(CT|-B),0.85,P(C|-MC),(0.69·x + -0.14)/(0.69·x + -0.14),(0.67·x + -0.23)/(0.67·x + -0.23),(0.35·xy + -0.21·x + -0.58.y + -0.02) / (0.35·xy + -0.21·x + -0.58·y + -0.02)
P(B|-MC),P(CT|-B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(CT|-B),0.85,P(SH|-MC),(0.03·x + 0.09)/(0.32·x + 0.94),(-0.05·x + -0.09)/(-0.51·x + -0.85),(-0.1·xy + -0.01·x + 0.01.y + 0.01) / (-0.96·xy + -0.14·x + 0.14·y + 0.15)
P(B|-MC),P(CT|-B),0.85,P(-SH|-MC),(0.56·x + -0.37)/(0.62·x + -0.41),(-0.49·x + 0.46)/(-0.54·x + 0.51),(-0.42·xy + -0.52·x + 0.02.y + -0.03) / (-0.47·xy + -0.58·x + 0.02·y + -0.03)
P(B|-MC),P(-CT|-B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),0.85,P(-ISC|-MC),(0.7·x + -0.1)/(0.7·x + -0.1),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.46·xy + 0.52·x + 0.15.y + 0.0) / (-0.46·xy + 0.52·x + 0.15·y + 0.0)
P(B|-MC),P(-CT|-B),0.85,P(C|-MC),(0.67·x + -0.23)/(0.67·x + -0.23),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.54·xy + -0.42·x + 0.17.y + 0.01) / (-0.54·xy + -0.42·x + 0.17·y + 0.01)
P(B|-MC),P(-CT|-B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(B|-MC),P(-CT|-B),0.85,P(SH|-MC),(0.01·x + 0.1)/(0.07·x + 0.99),(-0.1·x + -0.01)/(-0.99·x + -0.05),(-0.09·xy + -0.0·x + -0.04.y + 0.01) / (-0.9·xy + -0.02·x + -0.43·y + 0.07)
P(B|-MC),P(-CT|-B),0.85,P(-SH|-MC),(0.59·x + 0.31)/(0.66·x + 0.34),(-0.48·x + -0.47)/(-0.53·x + -0.52),(0.09·xy + 0.22·x + 0.26.y + 0.57) / (0.11·xy + 0.25·x + 0.29·y + 0.63)
P(-B|-MC),P(CT|B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.85,P(-ISC|-MC),(0.7·x + 0.07)/(0.7·x + 0.07),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.06·xy + 0.7·x + 0.1.y + 0.03) / (-0.06·xy + 0.7·x + 0.1·y + 0.03)
P(-B|-MC),P(CT|B),0.85,P(C|-MC),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.69·x + 0.16)/(0.69·x + 0.16),(0.58·xy + 0.12·x + -0.38.y + -0.1) / (0.58·xy + 0.12·x + -0.38·y + -0.1)
P(-B|-MC),P(CT|B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|B),0.85,P(SH|-MC),(-0.1·x + -0.01)/(-0.99·x + -0.05),(0.01·x + 0.1)/(0.05·x + 0.99),(0.07·xy + -0.05·x + -0.01.y + 0.05) / (0.74·xy + -0.47·x + -0.13·y + 0.46)
P(-B|-MC),P(CT|B),0.85,P(-SH|-MC),(-0.63·x + -0.23)/(-0.7·x + -0.26),(0.26·x + 0.62)/(0.29·x + 0.68),(0.45·xy + 0.23·x + -0.16.y + 0.41) / (0.5·xy + 0.25·x + -0.18·y + 0.45)
P(-B|-MC),P(-CT|B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-CT|B),0.85,P(-ISC|-MC),(-0.71·x + 0.05)/(-0.71·x + 0.05),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.66·xy + 0.16·x + -0.04.y + -0.21) / (-0.66·xy + 0.16·x + -0.04·y + -0.21)
P(-B|-MC),P(-CT|B),0.85,P(C|-MC),(-0.66·x + -0.27)/(-0.66·x + -0.27),(-0.66·x + -0.24)/(-0.66·x + -0.24),(0.58·xy + -0.36·x + 0.01.y + 0.19) / (0.58·xy + -0.36·x + 0.01·y + 0.19)
P(-B|-MC),P(-CT|B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-CT|B),0.85,P(SH|-MC),(0.09·x + 0.04)/(0.92·x + 0.38),(0.1·x + 0.0)/(0.99·x + 0.04),(-0.03·xy + 0.01·x + 0.08.y + -0.05) / (-0.33·xy + 0.11·x + 0.76·y + -0.55)
P(-B|-MC),P(-CT|B),0.85,P(-SH|-MC),(0.08·x + 0.66)/(0.08·x + 0.74),(-0.39·x + 0.54)/(-0.44·x + 0.6),(-0.04·xy + 0.08·x + -0.66.y + 0.05) / (-0.04·xy + 0.09·x + -0.73·y + 0.06)
P(-B|-MC),P(CT|-B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.85,P(-ISC|-MC),(-0.34·x + 0.62)/(-0.34·x + 0.62),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.67·xy + -0.2·x + 0.03.y + -0.12) / (-0.67·xy + -0.2·x + 0.03·y + -0.12)
P(-B|-MC),P(CT|-B),0.85,P(C|-MC),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.61·xy + -0.29·x + 0.21.y + -0.05) / (0.61·xy + -0.29·x + 0.21·y + -0.05)
P(-B|-MC),P(CT|-B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(CT|-B),0.85,P(SH|-MC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(0.09·x + -0.05)/(0.87·x + -0.49),(0.04·xy + 0.02·x + 0.06.y + -0.06) / (0.44·xy + 0.25·x + 0.56·y + -0.65)
P(-B|-MC),P(CT|-B),0.85,P(-SH|-MC),(0.14·x + -0.65)/(0.15·x + -0.73),(-0.66·x + 0.08)/(-0.74·x + 0.08),(-0.24·xy + 0.11·x + -0.61.y + 0.09) / (-0.27·xy + 0.12·x + -0.68·y + 0.1)
P(-B|-MC),P(-CT|-B),0.85,P(ISC|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-CT|-B),0.85,P(-ISC|-MC),(0.7·x + -0.1)/(0.7·x + -0.1),(-0.66·x + -0.27)/(-0.66·x + -0.27),(-0.45·xy + 0.13·x + 0.5.y + 0.17) / (-0.45·xy + 0.13·x + 0.5·y + 0.17)
P(-B|-MC),P(-CT|-B),0.85,P(C|-MC),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.69·xy + 0.17·x + 0.03.y + 0.03) / (-0.69·xy + 0.17·x + 0.03·y + 0.03)
P(-B|-MC),P(-CT|-B),0.85,P(-C|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-B|-MC),P(-CT|-B),0.85,P(SH|-MC),(0.08·x + 0.06)/(0.77·x + 0.62),(0.08·x + 0.06)/(0.77·x + 0.62),(0.07·xy + 0.02·x + -0.03.y + 0.06) / (0.68·xy + 0.21·x + -0.28·y + 0.63)
P(-B|-MC),P(-CT|-B),0.85,P(-SH|-MC),(-0.55·x + 0.39)/(-0.61·x + 0.43),(0.49·x + 0.45)/(0.55·x + 0.5),(0.41·xy + -0.0·x + 0.12.y + -0.51) / (0.46·xy + -0.0·x + 0.14·y + -0.57)
P(ISC|-MC),P(C|B^ISC),0.7125,P(B|-MC),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.28·xy + -0.65·x + 0.02.y + 0.02) / (0.28·xy + -0.65·x + 0.02·y + 0.02)
P(ISC|-MC),P(C|B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^ISC),0.7125,P(SH|-MC),(0.01·x + 0.1)/(0.05·x + 0.99),(0.09·x + -0.05)/(0.85·x + -0.52),(0.0·xy + -0.06·x + -0.01.y + 0.08) / (0.01·xy + -0.62·x + -0.13·y + 0.77)
P(ISC|-MC),P(C|B^ISC),0.7125,P(-SH|-MC),(-0.66·x + 0.12)/(-0.73·x + 0.13),(-0.66·x + 0.08)/(-0.74·x + 0.08),(0.47·xy + -0.11·x + 0.01.y + 0.46) / (0.52·xy + -0.12·x + 0.01·y + 0.52)
P(ISC|-MC),P(C|B^ISC),0.7125,P(CT|-MC),(-0.31·x + -0.64)/(-0.31·x + -0.64),(-0.71·x + 0.04)/(-0.71·x + 0.04),(-0.32·xy + 0.56·x + 0.28.y + -0.04) / (-0.32·xy + 0.56·x + 0.28·y + -0.04)
P(ISC|-MC),P(C|B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^ISC),0.7125,P(B|-MC),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.68·x + 0.18)/(-0.68·x + 0.18),(-0.24·xy + -0.65·x + -0.12.y + -0.06) / (-0.24·xy + -0.65·x + -0.12·y + -0.06)
P(ISC|-MC),P(-C|B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^ISC),0.7125,P(SH|-MC),(-0.01·x + 0.1)/(-0.11·x + 0.99),(-0.05·x + -0.09)/(-0.48·x + -0.87),(-0.04·xy + 0.02·x + 0.09.y + 0.02) / (-0.42·xy + 0.23·x + 0.85·y + 0.16)
P(ISC|-MC),P(-C|B^ISC),0.7125,P(-SH|-MC),(0.26·x + 0.62)/(0.29·x + 0.68),(0.67·x + 0.04)/(0.74·x + 0.04),(0.08·xy + -0.38·x + 0.26.y + 0.48) / (0.08·xy + -0.42·x + 0.28·y + 0.54)
P(ISC|-MC),P(-C|B^ISC),0.7125,P(CT|-MC),(-0.31·x + -0.63)/(-0.31·x + -0.63),(-0.33·x + -0.62)/(-0.33·x + -0.62),(-0.58·xy + 0.39·x + -0.05.y + -0.11) / (-0.58·xy + 0.39·x + -0.05·y + -0.11)
P(ISC|-MC),P(-C|B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^-ISC),0.7125,P(B|-MC),(0.67·x + -0.23)/(0.67·x + -0.23),(0.69·x + -0.14)/(0.69·x + -0.14),(0.62·xy + 0.01·x + -0.24.y + -0.25) / (0.62·xy + 0.01·x + -0.24·y + -0.25)
P(ISC|-MC),P(C|B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|B^-ISC),0.7125,P(SH|-MC),(0.1·x + -0.02)/(0.97·x + -0.24),(-0.09·x + -0.05)/(-0.88·x + -0.46),(0.04·xy + -0.0·x + -0.05.y + -0.08) / (0.44·xy + -0.0·x + -0.45·y + -0.77)
P(ISC|-MC),P(C|B^-ISC),0.7125,P(-SH|-MC),(0.26·x + 0.62)/(0.29·x + 0.68),(-0.22·x + -0.63)/(-0.24·x + -0.7),(0.35·xy + 0.42·x + 0.08.y + -0.38) / (0.39·xy + 0.47·x + 0.09·y + -0.42)
P(ISC|-MC),P(C|B^-ISC),0.7125,P(CT|-MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.47·xy + 0.09·x + 0.52.y + -0.01) / (-0.47·xy + 0.09·x + 0.52·y + -0.01)
P(ISC|-MC),P(C|B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.7125,P(B|-MC),(-0.66·x + 0.24)/(-0.66·x + 0.24),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.68·xy + -0.03·x + 0.15.y + 0.09) / (-0.68·xy + -0.03·x + 0.15·y + 0.09)
P(ISC|-MC),P(-C|B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|B^-ISC),0.7125,P(SH|-MC),(0.01·x + 0.1)/(0.05·x + 0.99),(0.09·x + -0.05)/(0.86·x + -0.51),(-0.0·xy + 0.06·x + 0.08.y + 0.01) / (-0.02·xy + 0.63·x + 0.77·y + 0.09)
P(ISC|-MC),P(-C|B^-ISC),0.7125,P(-SH|-MC),(0.56·x + 0.36)/(0.62·x + 0.41),(0.08·x + 0.66)/(0.08·x + 0.74),(0.01·xy + -0.3·x + 0.34.y + 0.49) / (0.01·xy + -0.33·x + 0.38·y + 0.55)
P(ISC|-MC),P(-C|B^-ISC),0.7125,P(CT|-MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.06·xy + 0.7·x + -0.01.y + 0.01) / (-0.06·xy + 0.7·x + -0.01·y + 0.01)
P(ISC|-MC),P(-C|B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.7125,P(B|-MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.69·x + 0.16)/(-0.69·x + 0.16),(0.24·xy + 0.48·x + -0.46.y + 0.03) / (0.24·xy + 0.48·x + -0.46·y + 0.03)
P(ISC|-MC),P(C|-B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^ISC),0.7125,P(SH|-MC),(0.09·x + -0.03)/(0.94·x + -0.32),(0.09·x + -0.05)/(0.87·x + -0.49),(-0.06·xy + 0.0·x + -0.03.y + -0.07) / (-0.6·xy + 0.01·x + -0.27·y + -0.75)
P(ISC|-MC),P(C|-B^ISC),0.7125,P(-SH|-MC),(-0.65·x + 0.14)/(-0.73·x + 0.16),(0.62·x + 0.24)/(0.69·x + 0.27),(0.44·xy + 0.28·x + -0.4.y + -0.12) / (0.48·xy + 0.31·x + -0.45·y + -0.13)
P(ISC|-MC),P(C|-B^ISC),0.7125,P(CT|-MC),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.7·x + -0.12)/(0.7·x + -0.12),(-0.64·xy + -0.21·x + 0.14.y + 0.17) / (-0.64·xy + -0.21·x + 0.14·y + 0.17)
P(ISC|-MC),P(C|-B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.7125,P(B|-MC),(-0.7·x + -0.09)/(-0.7·x + -0.09),(0.7·x + 0.06)/(0.7·x + 0.06),(0.26·xy + -0.58·x + -0.3.y + -0.03) / (0.26·xy + -0.58·x + -0.3·y + -0.03)
P(ISC|-MC),P(-C|-B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^ISC),0.7125,P(SH|-MC),(0.1·x + -0.03)/(0.96·x + -0.28),(0.08·x + 0.06)/(0.78·x + 0.61),(-0.09·xy + 0.01·x + -0.03.y + 0.02) / (-0.93·xy + 0.06·x + -0.3·y + 0.2)
P(ISC|-MC),P(-C|-B^ISC),0.7125,P(-SH|-MC),(0.59·x + 0.31)/(0.66·x + 0.34),(-0.39·x + 0.54)/(-0.44·x + 0.6),(0.27·xy + 0.03·x + 0.25.y + 0.56) / (0.3·xy + 0.03·x + 0.27·y + 0.62)
P(ISC|-MC),P(-C|-B^ISC),0.7125,P(CT|-MC),(0.69·x + 0.16)/(0.69·x + 0.16),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.68·xy + -0.02·x + -0.19.y + 0.02) / (-0.68·xy + -0.02·x + -0.19·y + 0.02)
P(ISC|-MC),P(-C|-B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(B|-MC),(0.16·x + 0.69)/(0.16·x + 0.69),(-0.31·x + -0.64)/(-0.31·x + -0.64),(0.68·xy + -0.13·x + 0.13.y + -0.09) / (0.68·xy + -0.13·x + 0.13·y + -0.09)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(SH|-MC),(0.07·x + -0.07)/(0.68·x + -0.73),(-0.09·x + 0.05)/(-0.87·x + 0.49),(-0.08·xy + 0.02·x + 0.05.y + 0.01) / (-0.82·xy + 0.19·x + 0.51·y + 0.14)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(-SH|-MC),(0.56·x + -0.37)/(0.62·x + -0.41),(0.64·x + 0.2)/(0.71·x + 0.23),(-0.02·xy + -0.04·x + -0.62.y + 0.24) / (-0.03·xy + -0.05·x + -0.69·y + 0.27)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(CT|-MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.16·x + 0.69)/(0.16·x + 0.69),(0.71·xy + 0.01·x + -0.0.y + 0.01) / (0.71·xy + 0.01·x + -0.0·y + 0.01)
P(ISC|-MC),P(C|-B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^-ISC),0.7125,P(B|-MC),(0.69·x + 0.16)/(0.69·x + 0.16),(0.51·x + 0.49)/(0.51·x + 0.49),(-0.24·xy + 0.65·x + 0.1.y + -0.08) / (-0.24·xy + 0.65·x + 0.1·y + -0.08)
P(ISC|-MC),P(-C|-B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(ISC|-MC),P(-C|-B^-ISC),0.7125,P(SH|-MC),(0.03·x + 0.09)/(0.32·x + 0.94),(0.1·x + 0.0)/(0.99·x + 0.01),(0.05·xy + -0.09·x + 0.01.y + -0.01) / (0.47·xy + -0.87·x + 0.09·y + -0.08)
P(ISC|-MC),P(-C|-B^-ISC),0.7125,P(-SH|-MC),(-0.22·x + -0.63)/(-0.24·x + -0.7),(0.2·x + -0.64)/(0.23·x + -0.71),(0.61·xy + 0.06·x + -0.18.y + 0.19) / (0.68·xy + 0.07·x + -0.19·y + 0.22)
P(ISC|-MC),P(-C|-B^-ISC),0.7125,P(CT|-MC),(-0.7·x + 0.08)/(-0.7·x + 0.08),(-0.33·x + -0.62)/(-0.33·x + -0.62),(0.7·xy + 0.13·x + -0.01.y + -0.01) / (0.7·xy + 0.13·x + -0.01·y + -0.01)
P(ISC|-MC),P(-C|-B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.7125,P(B|-MC),(0.7·x + 0.06)/(0.7·x + 0.06),(-0.7·x + 0.08)/(-0.7·x + 0.08),(0.6·xy + 0.25·x + 0.22.y + -0.17) / (0.6·xy + 0.25·x + 0.22·y + -0.17)
P(-ISC|-MC),P(C|B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^ISC),0.7125,P(SH|-MC),(0.08·x + -0.05)/(0.85·x + -0.52),(-0.04·x + -0.09)/(-0.38·x + -0.92),(-0.04·xy + 0.0·x + -0.07.y + 0.06) / (-0.4·xy + 0.05·x + -0.72·y + 0.55)
P(-ISC|-MC),P(C|B^ISC),0.7125,P(-SH|-MC),(-0.55·x + 0.39)/(-0.61·x + 0.43),(-0.36·x + -0.56)/(-0.4·x + -0.62),(-0.27·xy + -0.23·x + -0.29.y + -0.49) / (-0.3·xy + -0.25·x + -0.32·y + -0.54)
